account_id,customer_id,account_type,opening_date,status,credit_limit_eur,interest_rate_pct,opening_balance_eur
A000787,C00483,Current Account,2023-08-20,Active,0,0.0,1754.96
A000788,C00483,Savings Account,2025-08-22,Active,0,1.51,5467.44
A000789,C00483,Credit Card,2023-07-14,Active,3300,21.12,-958.78
A000790,C00484,Current Account,2024-04-19,Active,0,0.0,2678.0
A000791,C00484,Savings Account,2025-10-21,Active,0,2.09,4691.74
A000792,C00485,Current Account,2024-11-01,Active,0,0.0,4180.1
A000793,C00485,Credit Card,2023-04-06,Active,7300,19.06,-142.93
A000794,C00486,Current Account,2025-04-13,Active,0,0.0,4557.76
A000795,C00486,Savings Account,2026-03-08,Active,0,2.04,36569.17
A000796,C00487,Current Account,2026-05-31,Active,0,0.0,3150.39
A000797,C00487,Savings Account,2025-10-24,Active,0,2.16,5397.68
A000798,C00488,Current Account,2025-11-10,Active,0,0.0,2066.82
A000799,C00488,Savings Account,2024-09-13,Active,0,1.53,8880.13
A000800,C00488,Credit Card,2025-11-28,Active,7700,17.7,-285.84
A000801,C00489,Current Account,2024-07-29,Active,0,0.0,6814.4
A000802,C00489,Savings Account,2021-10-29,Active,0,2.16,19231.82
A000803,C00490,Current Account,2026-04-10,Active,0,0.0,3289.13
A000804,C00490,Savings Account,2024-05-06,Active,0,2.17,21301.96
A000805,C00490,Credit Card,2021-07-29,Active,9000,16.68,-2700.09
A000806,C00491,Savings Account,2021-10-09,Active,0,2.07,2933.25
A000807,C00492,Savings Account,2026-03-07,Active,0,1.5,29880.89
A000808,C00492,Current Account,2025-02-24,Active,0,0.0,-500
A000809,C00493,Current Account,2026-01-31,Active,0,0.0,4793.47
A000810,C00493,Savings Account,2025-02-17,Active,0,2.06,608.75
A000811,C00494,Current Account,2023-12-09,Active,0,0.0,1129.6
A000812,C00495,Current Account,2026-04-22,Active,0,0.0,1296.41
A000813,C00496,Savings Account,2026-04-13,Active,0,1.63,27671.72
A000814,C00497,Savings Account,2025-03-04,Active,0,2.16,0
A000815,C00497,Current Account,2025-07-22,Active,0,0.0,1566.22
A000816,C00497,Credit Card,2025-10-05,Dormant,12200,21.16,-2924.7
A000817,C00498,Savings Account,2026-07-17,Active,0,0.98,15055.85
A000818,C00499,Savings Account,2026-01-01,Active,0,1.56,11780.26
A000819,C00499,Credit Card,2023-08-13,Active,5100,16.31,-877.8
A000820,C00500,Current Account,2024-07-18,Active,0,0.0,1375.19
A000821,C00501,Current Account,2023-01-14,Active,0,0.0,6691.84
A000822,C00502,Current Account,2026-07-14,Active,0,0.0,1197.1
A000823,C00502,Credit Card,2026-07-26,Active,7000,16.79,-1285.22
A000824,C00503,Savings Account,2026-03-02,Closed,0,1.1,34886.95
A000825,C00503,Credit Card,2022-08-08,Active,6300,17.31,0
A000826,C00504,Savings Account,2025-12-21,Active,0,0.83,3873.99
A000827,C00504,Current Account,2023-06-17,Active,0,0.0,489.2
A000828,C00505,Current Account,2021-04-06,Active,0,0.0,3136.36
A000829,C00505,Savings Account,2022-09-27,Active,0,1.69,11224.65
A000830,C00505,Credit Card,2020-08-15,Active,7800,20.6,-419.85
A000831,C00506,Savings Account,2024-12-05,Active,0,1.06,12068.73
A000832,C00507,Current Account,2024-05-28,Active,0,0.0,3461.07
A000833,C00507,Credit Card,2021-08-13,Active,4100,20.43,-842.62
A000834,C00508,Current Account,2026-04-30,Active,0,0.0,3078.4
A000835,C00509,Savings Account,2025-09-13,Active,0,1.13,11717.19
A000836,C00509,Credit Card,2026-04-03,Dormant,6700,19.59,-2812.0
A000837,C00510,Current Account,2025-11-30,Active,0,0.0,1114.61
A000838,C00511,Savings Account,2023-01-02,Active,0,1.16,20812.79
A000839,C00512,Savings Account,2025-12-18,Active,0,1.56,7568.79
A000840,C00513,Current Account,2025-05-05,Active,0,0.0,7434.42
A000841,C00514,Current Account,2025-03-06,Active,0,0.0,-500
A000842,C00514,Savings Account,2026-03-19,Active,0,0.9,9143.11
A000843,C00514,Credit Card,2025-08-27,Active,3200,17.54,-1894.11
A000844,C00515,Current Account,2025-10-18,Active,0,0.0,2706.07
A000845,C00516,Savings Account,2025-01-30,Active,0,1.55,9195.47
A000846,C00517,Current Account,2026-06-20,Active,0,0.0,2043.18
A000847,C00518,Current Account,2022-11-01,Dormant,0,0.0,3983.08
A000848,C00519,Current Account,2021-01-16,Active,0,0.0,2274.41
A000849,C00519,Savings Account,2020-07-20,Active,0,2.0,4632.5
A000850,C00520,Savings Account,2025-03-25,Active,0,1.69,25410.5
A000851,C00520,Credit Card,2023-12-19,Active,9900,19.25,-540.93
A000852,C00521,Current Account,2026-06-28,Dormant,0,0.0,2506.71
A000853,C00522,Current Account,2022-05-08,Active,0,0.0,827.78
A000854,C00523,Savings Account,2026-06-01,Active,0,1.54,3445.51
A000855,C00524,Savings Account,2026-05-22,Active,0,1.57,15304.79
A000856,C00525,Current Account,2024-05-17,Active,0,0.0,3112.33
A000857,C00526,Savings Account,2022-10-31,Active,0,1.07,2814.56
A000858,C00526,Current Account,2020-08-19,Active,0,0.0,5222.34
A000859,C00527,Savings Account,2022-09-04,Active,0,2.18,7614.49
A000860,C00527,Current Account,2021-10-31,Active,0,0.0,4330.91
A000861,C00527,Credit Card,2024-04-05,Active,9400,17.39,-1110.59
A000862,C00528,Current Account,2026-06-30,Active,0,0.0,4114.23
A000863,C00528,Savings Account,2026-06-30,Active,0,1.21,19627.65
A000864,C00529,Savings Account,2025-08-14,Active,0,0.92,15025.41
A000865,C00529,Current Account,2024-07-22,Active,0,0.0,3357.7
A000866,C00530,Current Account,2022-12-04,Active,0,0.0,2466.77
A000867,C00530,Credit Card,2022-10-12,Active,4100,18.21,0
A000868,C00531,Current Account,2026-07-29,Active,0,0.0,-500
A000869,C00531,Savings Account,2026-07-28,Active,0,1.07,1295.92
A000870,C00532,Current Account,2025-08-05,Active,0,0.0,1831.83
A000871,C00533,Current Account,2025-03-23,Active,0,0.0,2292.68
A000872,C00534,Savings Account,2023-10-27,Active,0,2.12,8487.93
A000873,C00534,Current Account,2025-05-25,Active,0,0.0,1998.63
A000874,C00535,Savings Account,2024-07-31,Active,0,1.67,8856.02
A000875,C00536,Savings Account,2026-07-23,Active,0,2.05,0
A000876,C00536,Current Account,2023-12-19,Active,0,0.0,7282.33
A000877,C00537,Savings Account,2024-09-27,Active,0,1.77,0
A000878,C00537,Credit Card,2025-03-18,Active,5500,19.75,-867.77
A000879,C00538,Savings Account,2024-07-22,Active,0,2.09,29066.65
A000880,C00538,Credit Card,2026-08-01,Active,9500,20.21,-3383.47
A000881,C00539,Current Account,2024-09-18,Active,0,0.0,3109.54
A000882,C00539,Credit Card,2024-10-08,Active,3300,18.3,-807.98
A000883,C00540,Current Account,2026-04-11,Closed,0,0.0,2428.23
A000884,C00540,Credit Card,2024-04-01,Active,9600,17.21,-5257.68
A000885,C00541,Current Account,2025-11-14,Active,0,0.0,2881.84
A000886,C00541,Credit Card,2025-06-26,Active,7800,15.83,0
A000887,C00542,Savings Account,2022-06-09,Active,0,1.49,567.92
A000888,C00543,Current Account,2022-01-07,Active,0,0.0,3513.65
A000889,C00544,Savings Account,2026-03-16,Active,0,1.45,4430.3
A000890,C00545,Current Account,2025-09-12,Active,0,0.0,1346.22
A000891,C00546,Savings Account,2026-07-05,Active,0,1.18,0
A000892,C00546,Current Account,2026-05-21,Active,0,0.0,4978.23
A000893,C00546,Credit Card,2026-05-30,Active,13100,18.89,-6713.41
A000894,C00547,Current Account,2023-03-14,Active,0,0.0,2484.68
A000895,C00548,Current Account,2024-03-21,Active,0,0.0,2408.98
A000896,C00548,Savings Account,2025-05-24,Active,0,0.98,5471.41
A000897,C00549,Current Account,2023-10-09,Active,0,0.0,1298.68
A000898,C00549,Savings Account,2023-06-06,Active,0,1.59,0
A000899,C00550,Current Account,2021-09-18,Active,0,0.0,1502.26
A000900,C00551,Savings Account,2024-02-09,Active,0,2.08,0
A000901,C00551,Current Account,2024-10-10,Active,0,0.0,1590.07
A000902,C00552,Current Account,2026-01-28,Active,0,0.0,5469.76
A000903,C00552,Savings Account,2025-06-24,Active,0,2.11,1142.54
A000904,C00553,Savings Account,2025-05-07,Active,0,1.66,19996.85
A000905,C00553,Current Account,2023-11-11,Active,0,0.0,-442.81
A000906,C00554,Current Account,2026-03-18,Active,0,0.0,3327.67
A000907,C00555,Current Account,2024-03-29,Active,0,0.0,3545.12
A000908,C00555,Savings Account,2024-08-17,Active,0,1.18,11437.06
A000909,C00556,Current Account,2026-06-28,Active,0,0.0,1464.55
A000910,C00556,Savings Account,2025-10-05,Active,0,0.96,6203.59
A000911,C00557,Savings Account,2026-04-18,Dormant,0,1.44,5788.59
A000912,C00558,Savings Account,2025-12-17,Active,0,1.05,5867.35
A000913,C00558,Credit Card,2025-08-15,Active,3300,16.08,-76.86
A000914,C00559,Current Account,2021-12-09,Active,0,0.0,1410.61
A000915,C00559,Savings Account,2022-02-12,Active,0,0.93,0
A000916,C00560,Current Account,2026-06-12,Active,0,0.0,545.08
A000917,C00561,Current Account,2025-11-24,Active,0,0.0,3381.75
A000918,C00561,Savings Account,2023-06-30,Active,0,1.46,1610.3
A000919,C00562,Current Account,2026-06-08,Dormant,0,0.0,2955.95
A000920,C00562,Savings Account,2021-04-21,Active,0,1.88,0
A000921,C00563,Current Account,2021-03-26,Active,0,0.0,2645.25
A000922,C00564,Current Account,2022-07-08,Active,0,0.0,998.92
A000923,C00564,Savings Account,2025-03-12,Active,0,1.48,5288.39
A000924,C00565,Savings Account,2022-01-03,Active,0,1.93,0
A000925,C00565,Current Account,2020-08-22,Active,0,0.0,2610.84
A000926,C00566,Savings Account,2026-04-22,Active,0,1.9,13258.35
A000927,C00566,Current Account,2026-06-16,Active,0,0.0,1552.24
A000928,C00566,Credit Card,2026-07-09,Active,10500,20.26,-3602.18
A000929,C00567,Current Account,2025-06-11,Dormant,0,0.0,-412.74
A000930,C00568,Current Account,2020-11-18,Active,0,0.0,3589.34
A000931,C00569,Savings Account,2026-07-19,Active,0,2.09,27451.13
A000932,C00570,Current Account,2022-08-14,Active,0,0.0,1174.87
A000933,C00570,Credit Card,2021-11-22,Active,4800,21.73,0
A000934,C00571,Current Account,2024-01-29,Dormant,0,0.0,735.41
A000935,C00571,Savings Account,2026-02-16,Closed,0,1.55,5939.57
A000936,C00572,Savings Account,2023-08-25,Active,0,1.67,3516.2
A000937,C00572,Current Account,2024-07-30,Active,0,0.0,8544.99
A000938,C00573,Savings Account,2024-09-28,Active,0,1.93,0
A000939,C00573,Current Account,2025-07-20,Active,0,0.0,3644.65
A000940,C00574,Current Account,2025-09-18,Dormant,0,0.0,4270.41
A000941,C00575,Current Account,2023-09-08,Active,0,0.0,4226.19
A000942,C00575,Savings Account,2024-11-06,Active,0,1.06,6358.83
A000943,C00576,Savings Account,2025-11-24,Dormant,0,1.86,5897.56
A000944,C00576,Current Account,2026-01-25,Active,0,0.0,2887.87
A000945,C00577,Current Account,2023-12-30,Active,0,0.0,3347.56
A000946,C00577,Savings Account,2025-12-01,Active,0,0.8,29566.11
A000947,C00578,Current Account,2025-06-28,Active,0,0.0,1637.72
A000948,C00578,Savings Account,2024-12-10,Active,0,1.88,0
A000949,C00579,Current Account,2026-05-09,Active,0,0.0,3839.97
A000950,C00579,Savings Account,2026-04-11,Active,0,1.98,19235.3
A000951,C00579,Credit Card,2026-01-06,Active,9200,21.23,-2279.32
A000952,C00580,Savings Account,2026-07-29,Closed,0,0.88,15030.43
A000953,C00581,Current Account,2026-05-31,Active,0,0.0,2858.48
A000954,C00581,Savings Account,2023-10-27,Active,0,0.82,7327.82
A000955,C00582,Current Account,2026-02-04,Active,0,0.0,3634.14
A000956,C00583,Current Account,2023-10-05,Active,0,0.0,1446.69
A000957,C00583,Credit Card,2023-04-24,Active,3400,16.43,-429.26
A000958,C00584,Current Account,2026-07-30,Active,0,0.0,-500
A000959,C00584,Savings Account,2026-02-02,Active,0,0.81,8347.24
A000960,C00585,Current Account,2023-12-16,Active,0,0.0,1418.72
A000961,C00586,Savings Account,2026-03-27,Active,0,1.16,20415.62
A000962,C00587,Current Account,2026-01-08,Active,0,0.0,6699.01
A000963,C00587,Credit Card,2024-11-12,Active,4900,17.19,-1023.43
A000964,C00588,Current Account,2026-06-25,Dormant,0,0.0,2348.13
A000965,C00589,Savings Account,2025-01-13,Active,0,1.7,13914.54
A000966,C00590,Current Account,2023-05-20,Active,0,0.0,1025.2
A000967,C00591,Savings Account,2023-07-17,Active,0,1.18,3967.76
A000968,C00592,Current Account,2023-08-08,Active,0,0.0,3547.52
A000969,C00592,Credit Card,2025-01-23,Active,4900,16.64,-1379.26
A000970,C00593,Current Account,2024-12-29,Active,0,0.0,2039.23
A000971,C00593,Savings Account,2026-07-17,Closed,0,2.14,5441.84
A000972,C00594,Savings Account,2024-05-14,Active,0,1.92,20666.33
A000973,C00595,Current Account,2026-05-19,Active,0,0.0,2752.22
A000974,C00595,Savings Account,2024-08-26,Active,0,1.67,17103.56
A000975,C00596,Savings Account,2026-04-10,Closed,0,1.41,16585.11
A000976,C00596,Credit Card,2026-01-26,Active,10200,19.0,-3593.57
A000977,C00597,Savings Account,2025-09-24,Dormant,0,1.67,5221.14
A000978,C00598,Savings Account,2025-02-28,Active,0,1.75,6806.28
A000979,C00598,Credit Card,2026-01-27,Active,5100,17.77,-733.23
A000980,C00599,Savings Account,2025-09-18,Dormant,0,2.04,20945.16
A000981,C00599,Credit Card,2022-01-18,Active,6800,19.83,-700.35
A000982,C00600,Current Account,2021-01-21,Active,0,0.0,4701.26
A000983,C00600,Credit Card,2025-08-02,Active,7900,16.67,-2549.04
A000984,C00601,Current Account,2025-05-01,Active,0,0.0,2813.49
A000985,C00601,Savings Account,2023-05-11,Active,0,0.99,13932.32
A000986,C00602,Current Account,2022-12-11,Active,0,0.0,59.11
A000987,C00603,Current Account,2024-07-08,Closed,0,0.0,5217.09
A000988,C00603,Credit Card,2022-10-18,Active,6800,17.85,-978.49
A000989,C00604,Current Account,2022-09-21,Active,0,0.0,30.41
A000990,C00604,Savings Account,2025-08-17,Active,0,0.85,8892.6
A000991,C00605,Current Account,2026-07-20,Closed,0,0.0,5588.22
A000992,C00606,Savings Account,2023-09-10,Active,0,1.75,5087.97
A000993,C00606,Credit Card,2022-11-09,Active,2300,19.37,-742.06
A000994,C00607,Current Account,2025-02-22,Active,0,0.0,746.17
A000995,C00607,Savings Account,2025-06-26,Active,0,0.88,17132.49
A000996,C00607,Credit Card,2025-06-06,Active,10700,16.41,-3895.66
A000997,C00608,Current Account,2022-02-24,Dormant,0,0.0,1835.64
A000998,C00609,Current Account,2025-09-01,Dormant,0,0.0,3374.48
A000999,C00610,Current Account,2026-01-24,Active,0,0.0,4406.72
A001000,C00610,Savings Account,2025-11-14,Closed,0,1.8,25763.58
A001001,C00611,Current Account,2024-08-08,Active,0,0.0,-416.29
A001002,C00612,Current Account,2025-02-09,Active,0,0.0,120.08
A001003,C00612,Savings Account,2025-02-03,Active,0,1.26,1720.24
A001004,C00613,Savings Account,2025-05-23,Active,0,1.34,890.82
A001005,C00614,Current Account,2025-03-02,Active,0,0.0,746.16
A001006,C00615,Current Account,2022-04-23,Active,0,0.0,3793.46
A001007,C00615,Savings Account,2022-08-27,Active,0,1.08,18837.5
A001008,C00616,Savings Account,2023-10-21,Dormant,0,1.96,21456.91
A001009,C00616,Credit Card,2026-05-27,Active,7300,18.7,-2504.37
A001010,C00617,Savings Account,2026-03-03,Active,0,2.16,11851.95
A001011,C00618,Savings Account,2023-10-30,Dormant,0,1.12,13383.18
A001012,C00619,Current Account,2021-07-24,Active,0,0.0,5687.45
A001013,C00620,Current Account,2026-07-29,Active,0,0.0,7434.28
A001014,C00620,Savings Account,2026-07-31,Active,0,2.15,19287.7
A001015,C00620,Credit Card,2026-07-31,Active,15000,21.38,-425.11
A001016,C00621,Current Account,2023-01-23,Active,0,0.0,4097.86
A001017,C00621,Credit Card,2024-06-02,Active,9600,15.56,-1288.08
A001018,C00622,Current Account,2026-07-17,Active,0,0.0,1428.46
A001019,C00623,Current Account,2026-04-11,Closed,0,0.0,3849.74
A001020,C00624,Current Account,2024-05-15,Active,0,0.0,2580.42
A001021,C00624,Credit Card,2024-01-13,Active,4300,17.59,-626.83
A001022,C00625,Current Account,2023-02-10,Active,0,0.0,2669.44
A001023,C00625,Credit Card,2023-08-07,Active,9600,18.69,0
A001024,C00626,Savings Account,2026-05-29,Active,0,1.38,0
A001025,C00626,Credit Card,2025-05-20,Active,14900,17.94,-1272.48
A001026,C00627,Current Account,2022-10-06,Active,0,0.0,681.34
A001027,C00627,Savings Account,2024-05-04,Active,0,1.92,25971.64
A001028,C00627,Credit Card,2026-04-04,Active,4300,21.72,-1111.73
A001029,C00628,Current Account,2026-07-26,Active,0,0.0,5431.82
A001030,C00628,Savings Account,2026-06-08,Active,0,1.98,10332.08
A001031,C00629,Savings Account,2022-09-20,Closed,0,1.96,33111.05
A001032,C00630,Current Account,2024-01-26,Active,0,0.0,4543.06
A001033,C00631,Current Account,2026-06-23,Active,0,0.0,1376.07
A001034,C00631,Savings Account,2025-11-13,Active,0,1.28,9993.65
A001035,C00631,Credit Card,2025-11-29,Active,2800,17.7,-923.24
A001036,C00632,Current Account,2026-02-15,Active,0,0.0,7783.93
A001037,C00632,Savings Account,2025-02-21,Active,0,0.9,35248.75
A001038,C00633,Current Account,2020-05-04,Dormant,0,0.0,2318.42
A001039,C00634,Current Account,2021-07-15,Dormant,0,0.0,237.79
A001040,C00634,Savings Account,2023-03-22,Active,0,1.57,8899.96
A001041,C00635,Savings Account,2023-06-17,Active,0,1.61,0
A001042,C00636,Current Account,2020-03-22,Active,0,0.0,-500
A001043,C00636,Savings Account,2024-11-02,Active,0,1.28,8762.09
A001044,C00636,Credit Card,2021-02-24,Active,4200,21.4,-307.59
A001045,C00637,Current Account,2024-11-25,Active,0,0.0,7734.38
A001046,C00637,Savings Account,2025-08-02,Active,0,0.85,34038.98
A001047,C00638,Current Account,2020-07-29,Active,0,0.0,2702.81
A001048,C00639,Current Account,2021-12-30,Active,0,0.0,3165.76
A001049,C00639,Credit Card,2025-05-20,Active,12800,16.22,-1929.42
A001050,C00640,Savings Account,2026-03-30,Active,0,0.88,20135.58
A001051,C00640,Current Account,2020-02-26,Dormant,0,0.0,4458.04
A001052,C00641,Current Account,2024-11-30,Active,0,0.0,-465.71
A001053,C00642,Current Account,2026-06-30,Active,0,0.0,5462.96
A001054,C00642,Savings Account,2026-04-02,Dormant,0,0.88,2038.44
A001055,C00643,Savings Account,2025-03-23,Active,0,1.32,2831.31
A001056,C00643,Current Account,2026-04-19,Active,0,0.0,1083.59
A001057,C00643,Credit Card,2025-11-12,Active,2600,19.01,0
A001058,C00644,Current Account,2026-06-11,Active,0,0.0,3632.31
A001059,C00645,Savings Account,2026-01-20,Active,0,1.73,43847.05
A001060,C00645,Current Account,2026-05-22,Active,0,0.0,8313.35
A001061,C00645,Credit Card,2026-03-23,Active,10400,16.95,-2999.2
A001062,C00646,Current Account,2026-01-28,Active,0,0.0,1229.69
A001063,C00647,Current Account,2026-04-25,Active,0,0.0,2555.1
A001064,C00647,Savings Account,2024-01-22,Closed,0,0.81,24361.74
A001065,C00648,Current Account,2026-02-19,Active,0,0.0,5925.66
A001066,C00648,Savings Account,2026-01-06,Active,0,1.78,33627.68
A001067,C00648,Credit Card,2025-08-10,Active,9000,19.76,-2008.37
A001068,C00649,Current Account,2023-10-08,Active,0,0.0,2702.17
A001069,C00650,Current Account,2023-05-08,Active,0,0.0,2528.26
A001070,C00650,Savings Account,2022-12-10,Active,0,1.93,14664.87
A001071,C00651,Savings Account,2025-11-05,Active,0,1.26,17362.73
A001072,C00652,Current Account,2023-08-04,Active,0,0.0,3154.75
A001073,C00653,Current Account,2023-02-05,Active,0,0.0,1961.7
A001074,C00653,Credit Card,2023-10-16,Active,5200,16.59,-1339.92
A001075,C00654,Current Account,2024-03-09,Active,0,0.0,4196.32
A001076,C00654,Savings Account,2021-06-09,Active,0,0.86,28630.46
A001077,C00655,Current Account,2024-11-24,Active,0,0.0,2439.37
A001078,C00656,Current Account,2024-06-08,Active,0,0.0,-500
A001079,C00657,Current Account,2025-02-22,Active,0,0.0,181.44
A001080,C00658,Savings Account,2022-08-28,Active,0,1.14,13232.2
A001081,C00659,Current Account,2025-09-16,Active,0,0.0,854.34
A001082,C00659,Savings Account,2023-03-07,Active,0,0.99,739.43
A001083,C00660,Current Account,2025-07-07,Active,0,0.0,1483.39
A001084,C00661,Savings Account,2024-02-24,Active,0,2.19,16074.98
A001085,C00661,Credit Card,2023-08-09,Active,4400,19.04,-830.87
A001086,C00662,Current Account,2022-03-09,Active,0,0.0,7093.83
A001087,C00663,Savings Account,2025-10-27,Active,0,1.0,14912.17
A001088,C00663,Current Account,2025-02-26,Active,0,0.0,1508.07
A001089,C00664,Savings Account,2025-06-14,Closed,0,2.05,10663.29
A001090,C00664,Current Account,2024-03-20,Active,0,0.0,3926.88
A001091,C00664,Credit Card,2026-05-01,Active,7800,21.32,-2526.71
A001092,C00665,Savings Account,2022-10-24,Dormant,0,0.86,15702.17
A001093,C00666,Current Account,2024-10-08,Active,0,0.0,2350.56
A001094,C00666,Savings Account,2021-04-01,Active,0,1.33,25004.45
A001095,C00667,Savings Account,2024-05-08,Active,0,2.0,0
A001096,C00667,Current Account,2026-05-14,Active,0,0.0,3405.48
A001097,C00668,Savings Account,2024-06-12,Active,0,2.15,39032.14
A001098,C00669,Current Account,2024-01-20,Active,0,0.0,3141.6
A001099,C00670,Current Account,2025-05-20,Active,0,0.0,3616.82
A001100,C00670,Credit Card,2023-01-17,Active,7300,17.29,-2212.82
A001101,C00671,Current Account,2025-01-07,Active,0,0.0,2719.33
A001102,C00671,Credit Card,2024-12-09,Active,12300,20.58,-5289.85
A001103,C00672,Current Account,2024-08-02,Active,0,0.0,2680.72
A001104,C00673,Current Account,2026-07-10,Active,0,0.0,2630.52
A001105,C00674,Current Account,2024-03-02,Active,0,0.0,4035.44
A001106,C00674,Savings Account,2026-06-03,Closed,0,1.17,4891.82
A001107,C00675,Savings Account,2026-07-23,Dormant,0,0.85,10890.8
A001108,C00676,Savings Account,2024-10-06,Active,0,1.0,8669.07
A001109,C00676,Credit Card,2023-02-07,Active,8200,20.45,-1485.24
A001110,C00677,Savings Account,2022-11-17,Active,0,1.55,21420.41
A001111,C00678,Current Account,2025-11-02,Active,0,0.0,2582.48
A001112,C00678,Savings Account,2025-08-26,Closed,0,2.04,0
A001113,C00679,Current Account,2021-08-30,Active,0,0.0,1519.79
A001114,C00680,Current Account,2020-10-05,Active,0,0.0,3338.49
A001115,C00680,Credit Card,2021-03-13,Active,4900,17.39,-2094.1
A001116,C00681,Savings Account,2026-01-03,Active,0,1.3,11865.61
A001117,C00681,Credit Card,2025-12-02,Active,5600,20.08,-2598.22
A001118,C00682,Current Account,2024-02-11,Active,0,0.0,4731.14
A001119,C00682,Savings Account,2023-07-12,Active,0,1.02,2683.52
A001120,C00683,Current Account,2026-02-18,Active,0,0.0,16521.64
A001121,C00683,Savings Account,2025-09-28,Active,0,1.34,32434.8
A001122,C00683,Credit Card,2026-03-15,Active,13400,19.85,-4799.44
A001123,C00684,Current Account,2026-06-16,Active,0,0.0,1249.68
A001124,C00684,Credit Card,2026-07-06,Active,2400,16.05,-455.52
A001125,C00685,Savings Account,2020-03-16,Active,0,1.8,0
A001126,C00686,Current Account,2026-05-13,Active,0,0.0,263.3
A001127,C00686,Savings Account,2026-06-13,Active,0,1.19,16769.21
A001128,C00687,Current Account,2024-08-20,Active,0,0.0,5541.04
A001129,C00688,Current Account,2026-05-26,Active,0,0.0,6865.32
A001130,C00689,Savings Account,2023-07-29,Active,0,1.78,6651.01
A001131,C00690,Current Account,2022-06-17,Active,0,0.0,2053.75
A001132,C00690,Savings Account,2022-07-01,Active,0,1.49,6156.39
A001133,C00691,Savings Account,2026-06-29,Active,0,1.43,5482.1
A001134,C00692,Current Account,2023-09-28,Active,0,0.0,698.38
A001135,C00692,Savings Account,2024-04-04,Closed,0,0.99,0
A001136,C00692,Credit Card,2024-10-28,Active,6300,15.71,-683.07
A001137,C00693,Current Account,2026-06-10,Active,0,0.0,3209.91
A001138,C00694,Current Account,2026-03-07,Active,0,0.0,-316.67
A001139,C00695,Current Account,2026-02-21,Active,0,0.0,2943.51
A001140,C00696,Current Account,2026-03-28,Active,0,0.0,7037.14
A001141,C00697,Current Account,2025-11-08,Active,0,0.0,2427.59
A001142,C00698,Current Account,2021-08-20,Active,0,0.0,1065.79
A001143,C00698,Credit Card,2025-01-29,Active,3600,19.11,-1010.14
A001144,C00699,Savings Account,2025-11-08,Active,0,1.4,7680.0
A001145,C00700,Current Account,2026-03-16,Active,0,0.0,2907.54
A001146,C00700,Savings Account,2026-07-10,Active,0,1.51,6290.47
A001147,C00700,Credit Card,2025-12-22,Active,2400,20.22,-771.46
A001148,C00701,Current Account,2026-05-20,Dormant,0,0.0,935.0
A001149,C00701,Credit Card,2026-01-20,Active,7700,17.9,0
A001150,C00702,Current Account,2023-02-17,Dormant,0,0.0,4374.47
A001151,C00703,Current Account,2023-11-18,Active,0,0.0,2615.51
A001152,C00703,Savings Account,2024-12-21,Active,0,1.61,6091.32
A001153,C00704,Savings Account,2021-09-22,Dormant,0,0.8,8687.21
A001154,C00704,Current Account,2021-06-12,Active,0,0.0,787.48
A001155,C00704,Credit Card,2025-10-16,Active,3000,21.03,-1005.01
A001156,C00705,Current Account,2025-04-29,Active,0,0.0,4139.0
A001157,C00706,Current Account,2024-07-30,Active,0,0.0,1765.19
A001158,C00707,Current Account,2023-08-28,Active,0,0.0,3891.79
A001159,C00707,Savings Account,2021-01-06,Active,0,1.17,24850.87
A001160,C00707,Credit Card,2021-09-04,Active,5300,18.69,-2265.11
A001161,C00708,Current Account,2022-12-15,Active,0,0.0,-416.56
A001162,C00708,Credit Card,2021-01-17,Active,6700,18.46,-873.7
A001163,C00709,Current Account,2025-12-20,Active,0,0.0,4513.98
A001164,C00709,Savings Account,2020-07-22,Active,0,1.69,6574.2
A001165,C00710,Savings Account,2026-04-10,Active,0,1.12,15883.79
A001166,C00711,Current Account,2024-05-29,Active,0,0.0,1671.67
A001167,C00711,Credit Card,2024-12-26,Active,5500,21.37,0
A001168,C00712,Current Account,2026-05-28,Active,0,0.0,4678.29
A001169,C00712,Savings Account,2026-02-12,Active,0,1.19,8039.97
A001170,C00713,Savings Account,2023-02-11,Active,0,1.58,14250.54
A001171,C00714,Current Account,2024-12-16,Active,0,0.0,-500
A001172,C00714,Savings Account,2025-03-22,Dormant,0,1.91,21343.8
A001173,C00715,Current Account,2022-08-05,Active,0,0.0,3083.69
A001174,C00715,Credit Card,2023-11-15,Active,4000,16.62,-1084.16
A001175,C00716,Savings Account,2022-07-11,Dormant,0,1.17,4744.58
A001176,C00716,Current Account,2022-04-01,Active,0,0.0,2202.18
A001177,C00717,Current Account,2025-10-22,Active,0,0.0,4159.73
A001178,C00718,Current Account,2025-01-18,Active,0,0.0,1375.32
A001179,C00719,Current Account,2026-01-15,Active,0,0.0,3300.69
A001180,C00720,Current Account,2022-09-17,Closed,0,0.0,190.64
A001181,C00721,Current Account,2026-02-10,Active,0,0.0,1927.46
A001182,C00722,Current Account,2023-03-06,Active,0,0.0,278.95
A001183,C00722,Savings Account,2023-06-24,Active,0,2.13,10414.11
A001184,C00722,Credit Card,2023-03-14,Active,3000,17.51,-670.91
A001185,C00723,Current Account,2026-07-26,Active,0,0.0,2957.39
A001186,C00723,Savings Account,2026-07-11,Active,0,1.86,8810.31
A001187,C00724,Current Account,2022-03-16,Active,0,0.0,2517.02
A001188,C00724,Savings Account,2022-07-18,Active,0,1.21,9351.7
