customer_id,country,age_group,segment,annual_income_eur,risk_score,acquisition_channel,join_date,digital_active
C00383,Belgium,45-54,Family,63200,622,Referral,2022-09-29,1
C00384,Belgium,35-44,Family,66300,669,Branch,2022-12-22,0
C00385,Belgium,65+,Family,46800,654,Paid Search,2026-07-04,1
C00386,France,45-54,Family,86200,650,Referral,2019-08-15,0
C00387,Netherlands,55-64,Affluent,123200,776,Organic Web,2022-06-03,1
C00388,Belgium,25-34,Mass Market,22200,654,Organic Web,2024-08-19,1
C00389,Belgium,35-44,Family,44400,629,Paid Search,2023-08-20,1
C00390,Luxembourg,35-44,Mass Market,53500,632,Organic Web,2022-01-11,1
C00391,Netherlands,25-34,Young Professional,37500,640,Organic Web,2021-03-27,1
C00392,Germany,25-34,Young Professional,40800,746,Organic Web,2021-06-02,1
C00393,Germany,35-44,Mass Market,58700,614,Paid Search,2023-12-14,1
C00394,Belgium,65+,Mass Market,36600,576,Partner,2022-03-09,1
C00395,Netherlands,45-54,Young Professional,49600,716,Branch,2024-03-14,0
C00396,Belgium,18-24,Affluent,53900,734,Organic Web,2020-09-10,1
C00397,Germany,55-64,Young Professional,62200,742,Branch,2023-09-01,1
C00398,France,55-64,Young Professional,30500,544,Paid Search,2021-11-14,1
C00399,France,25-34,Mass Market,32300,752,Organic Web,2025-05-02,1
C00400,Netherlands,35-44,Mass Market,55700,725,Partner,2024-01-22,1
C00401,Belgium,25-34,Young Professional,40900,796,Referral,2025-12-16,1
C00402,Netherlands,25-34,Mass Market,35300,740,Paid Search,2020-04-23,1
C00403,Belgium,18-24,Mass Market,29400,640,Referral,2020-12-12,1
C00404,Belgium,45-54,Mass Market,49800,638,Branch,2023-09-06,0
C00405,Belgium,35-44,Affluent,110700,817,Organic Web,2025-06-15,0
C00406,Belgium,25-34,Senior,58900,609,Organic Web,2022-05-23,1
C00407,Belgium,35-44,Young Professional,57600,573,Organic Web,2025-04-10,1
C00408,Germany,35-44,Family,59400,663,Branch,2023-01-11,1
C00409,Belgium,35-44,Mass Market,56800,654,Referral,2024-11-28,0
C00410,Netherlands,25-34,Affluent,56900,665,Referral,2019-10-23,1
C00411,Netherlands,45-54,Affluent,98100,671,Branch,2025-09-28,1
C00412,Netherlands,35-44,Mass Market,40100,639,Partner,2019-08-14,1
C00413,Belgium,35-44,Affluent,114200,626,Referral,2022-01-05,1
C00414,Luxembourg,65+,Family,59500,639,Organic Web,2021-10-27,1
C00415,Germany,35-44,Mass Market,58200,720,Referral,2026-07-03,0
C00416,France,65+,Mass Market,29700,697,Referral,2025-09-08,0
C00417,Germany,18-24,Mass Market,25600,653,Branch,2023-11-07,1
C00418,France,25-34,Mass Market,56400,669,Partner,2023-04-17,0
C00419,Luxembourg,45-54,Young Professional,66000,695,Paid Search,2025-02-10,1
C00420,Netherlands,35-44,Senior,59700,594,Organic Web,2022-03-23,1
C00421,Belgium,35-44,Mass Market,57900,611,Organic Web,2023-09-06,1
C00422,Belgium,45-54,Mass Market,66000,758,Branch,2022-03-17,0
C00423,Belgium,45-54,Young Professional,70800,655,Organic Web,2019-11-08,1
C00424,Belgium,25-34,Mass Market,37700,742,Organic Web,2025-04-07,1
C00425,Belgium,35-44,Affluent,79700,751,Paid Search,2026-02-04,1
C00426,Germany,25-34,Young Professional,46500,697,Branch,2025-06-20,1
C00427,Belgium,35-44,Family,56100,619,Organic Web,2020-04-18,1
C00428,Belgium,35-44,Affluent,104800,767,Branch,2024-06-28,1
C00429,Luxembourg,35-44,Young Professional,52600,767,Organic Web,2022-11-09,1
C00430,Luxembourg,45-54,Affluent,111900,684,Referral,2025-05-06,0
C00431,Belgium,65+,Mass Market,40500,676,Partner,2023-07-22,1
C00432,France,35-44,Mass Market,55700,679,Paid Search,2021-12-11,1
C00433,Germany,25-34,Affluent,90600,684,Referral,2023-11-04,1
C00434,Belgium,18-24,Family,23200,740,Branch,2022-01-22,1
C00435,France,25-34,Mass Market,45100,773,Organic Web,2022-02-20,1
C00436,France,35-44,Family,51000,580,Organic Web,2024-12-27,1
C00437,Belgium,35-44,Affluent,80900,638,Branch,2026-07-26,1
C00438,Belgium,18-24,Mass Market,30600,660,Partner,2024-08-24,1
C00439,Belgium,18-24,Young Professional,27400,652,Branch,2025-12-20,1
C00440,Belgium,35-44,Family,52400,727,Organic Web,2022-07-08,1
C00441,Belgium,65+,Senior,31400,645,Organic Web,2023-12-12,0
C00442,France,18-24,Young Professional,34000,649,Paid Search,2026-07-18,1
C00443,France,35-44,Family,61400,569,Organic Web,2024-09-10,1
C00444,Netherlands,25-34,Senior,36600,678,Paid Search,2025-03-02,1
C00445,Netherlands,65+,Family,41800,741,Referral,2024-04-26,1
C00446,Germany,25-34,Young Professional,27200,710,Organic Web,2023-02-22,1
C00447,Netherlands,25-34,Family,53100,719,Organic Web,2022-04-03,1
C00448,France,55-64,Young Professional,58100,656,Organic Web,2023-12-11,1
C00449,Netherlands,45-54,Family,79500,738,Organic Web,2025-07-25,1
C00450,France,25-34,Mass Market,49300,631,Organic Web,2024-09-26,1
C00451,Netherlands,45-54,Young Professional,44600,711,Referral,2020-06-01,1
C00452,Belgium,35-44,Mass Market,44000,526,Organic Web,2020-09-15,1
C00453,Belgium,35-44,Mass Market,52800,706,Organic Web,2023-05-31,1
C00454,Belgium,35-44,Young Professional,76500,696,Organic Web,2022-10-04,1
C00455,Netherlands,25-34,Family,42400,672,Referral,2022-04-23,0
C00456,Belgium,45-54,Young Professional,55800,617,Organic Web,2022-08-31,1
C00457,Belgium,65+,Affluent,60000,600,Referral,2021-09-26,0
C00458,Luxembourg,55-64,Young Professional,50200,737,Paid Search,2024-10-09,0
C00459,France,45-54,Mass Market,67700,643,Organic Web,2020-02-19,1
C00460,Netherlands,55-64,Mass Market,49800,765,Organic Web,2025-09-18,0
C00461,Germany,65+,Mass Market,39600,708,Partner,2025-08-31,1
C00462,France,18-24,Mass Market,28100,595,Branch,2022-12-27,1
C00463,Germany,25-34,Senior,45800,651,Referral,2019-03-20,1
C00464,Netherlands,18-24,Senior,21100,594,Organic Web,2021-04-10,1
C00465,Belgium,25-34,Mass Market,29600,695,Organic Web,2022-10-20,1
C00466,Belgium,65+,Senior,33700,624,Branch,2019-10-10,1
C00467,Belgium,35-44,Mass Market,53500,721,Organic Web,2023-02-28,1
C00468,Netherlands,45-54,Mass Market,83700,718,Branch,2020-08-20,1
C00469,Germany,35-44,Young Professional,73100,689,Partner,2024-09-03,1
C00470,Netherlands,25-34,Family,34200,753,Organic Web,2024-05-03,1
C00471,Belgium,35-44,Young Professional,48900,792,Paid Search,2024-01-22,1
C00472,Belgium,25-34,Family,46100,593,Organic Web,2021-08-31,0
C00473,Netherlands,45-54,Mass Market,68200,591,Referral,2020-11-28,1
C00474,Netherlands,25-34,Affluent,90000,713,Referral,2019-04-05,1
C00475,Belgium,25-34,Mass Market,32900,681,Referral,2021-01-11,1
C00476,Netherlands,25-34,Senior,43400,680,Paid Search,2021-09-14,1
C00477,Netherlands,65+,Affluent,49000,615,Branch,2024-07-21,1
C00478,France,25-34,Family,44700,687,Organic Web,2023-11-25,1
C00479,Belgium,25-34,Young Professional,27300,727,Paid Search,2026-07-13,1
C00480,Germany,45-54,Affluent,153400,844,Partner,2025-10-25,0
C00481,Luxembourg,65+,Young Professional,29300,677,Partner,2022-02-08,1
C00482,Belgium,18-24,Mass Market,25200,764,Paid Search,2022-04-12,1
C00483,Netherlands,25-34,Mass Market,17400,654,Branch,2021-10-22,1
C00484,Netherlands,25-34,Senior,37700,637,Referral,2024-01-13,1
C00485,Belgium,25-34,Family,33600,745,Organic Web,2022-11-08,1
C00486,Belgium,45-54,Affluent,87500,554,Partner,2022-03-10,0
C00487,France,25-34,Senior,46100,712,Partner,2025-06-29,1
C00488,Netherlands,65+,Young Professional,36500,716,Referral,2024-08-04,0
C00489,Belgium,35-44,Affluent,104700,723,Partner,2019-04-28,1
C00490,Belgium,25-34,Affluent,48200,743,Referral,2021-01-25,1
C00491,Germany,35-44,Family,31600,655,Branch,2020-11-16,1
C00492,France,65+,Mass Market,55400,777,Organic Web,2025-01-16,0
C00493,France,65+,Family,50200,695,Paid Search,2022-08-12,0
C00494,France,25-34,Mass Market,28400,658,Branch,2021-05-05,1
C00495,France,35-44,Young Professional,31100,687,Partner,2020-09-17,1
C00496,Luxembourg,25-34,Young Professional,60700,706,Paid Search,2026-03-15,1
C00497,Netherlands,45-54,Mass Market,64200,782,Referral,2024-09-29,1
C00498,Netherlands,35-44,Family,62100,653,Referral,2024-09-26,1
C00499,Netherlands,25-34,Affluent,60200,668,Partner,2022-09-26,1
C00500,Germany,35-44,Senior,49100,814,Paid Search,2021-08-26,1
C00501,Netherlands,55-64,Mass Market,102700,707,Branch,2020-03-23,1
C00502,Netherlands,55-64,Family,43600,692,Partner,2026-05-26,0
C00503,Belgium,45-54,Mass Market,88700,671,Partner,2021-11-16,1
C00504,France,18-24,Mass Market,17400,614,Branch,2019-03-18,1
C00505,Netherlands,25-34,Family,42400,772,Referral,2019-12-07,1
C00506,Germany,65+,Family,39200,702,Branch,2021-01-26,1
C00507,France,45-54,Family,47800,688,Paid Search,2021-01-11,1
C00508,Netherlands,25-34,Young Professional,41300,773,Organic Web,2025-04-06,1
C00509,France,35-44,Young Professional,57100,686,Referral,2025-03-16,0
C00510,Belgium,25-34,Mass Market,53300,697,Organic Web,2023-04-14,1
C00511,Germany,55-64,Young Professional,56900,650,Organic Web,2022-06-26,1
C00512,Germany,55-64,Mass Market,40300,752,Paid Search,2024-09-13,1
C00513,Belgium,45-54,Senior,63300,677,Branch,2024-07-02,0
C00514,Belgium,18-24,Young Professional,31200,608,Partner,2023-08-25,1
C00515,Netherlands,65+,Mass Market,29000,673,Branch,2022-05-12,1
C00516,France,35-44,Mass Market,37000,603,Organic Web,2021-02-28,1
C00517,Belgium,35-44,Family,58400,675,Referral,2025-03-31,1
C00518,France,35-44,Family,53800,634,Branch,2022-08-15,1
C00519,Netherlands,45-54,Family,58200,765,Partner,2019-07-12,0
C00520,Belgium,35-44,Mass Market,59100,699,Paid Search,2022-12-17,1
C00521,France,65+,Young Professional,44900,594,Partner,2026-06-27,1
C00522,Netherlands,25-34,Mass Market,61900,575,Paid Search,2020-03-27,1
C00523,Germany,25-34,Young Professional,29300,661,Paid Search,2025-06-20,1
C00524,Belgium,55-64,Family,32300,703,Paid Search,2026-05-16,0
C00525,Netherlands,45-54,Senior,77500,666,Referral,2023-09-02,1
C00526,Netherlands,25-34,Affluent,79300,770,Organic Web,2019-04-14,1
C00527,Germany,45-54,Young Professional,51900,691,Referral,2021-08-01,1
C00528,Germany,55-64,Family,49300,567,Paid Search,2026-06-09,1
C00529,Belgium,55-64,Young Professional,66900,717,Branch,2020-09-29,1
C00530,France,25-34,Family,34300,566,Organic Web,2020-11-15,1
C00531,Belgium,25-34,Senior,34300,672,Branch,2026-07-18,0
C00532,Belgium,25-34,Senior,32300,507,Paid Search,2025-02-02,1
C00533,France,35-44,Family,64400,656,Organic Web,2024-07-16,0
C00534,Belgium,25-34,Mass Market,36100,585,Referral,2023-09-30,1
C00535,France,55-64,Mass Market,56800,755,Branch,2021-01-17,1
C00536,France,35-44,Family,59300,576,Branch,2022-01-10,1
C00537,Belgium,25-34,Family,53900,774,Referral,2023-09-19,1
C00538,Germany,25-34,Affluent,73500,639,Branch,2023-06-25,0
C00539,Germany,35-44,Family,46400,623,Partner,2024-09-03,1
C00540,Belgium,25-34,Family,47600,568,Partner,2022-07-09,0
C00541,Germany,25-34,Mass Market,49900,720,Referral,2024-07-10,0
C00542,Belgium,45-54,Young Professional,59900,764,Organic Web,2019-03-15,0
C00543,Germany,35-44,Affluent,121000,739,Organic Web,2019-01-16,1
C00544,Belgium,35-44,Mass Market,37400,741,Referral,2026-02-19,1
C00545,Netherlands,35-44,Senior,60700,638,Branch,2025-08-28,1
C00546,Belgium,35-44,Mass Market,59400,737,Organic Web,2026-05-01,1
C00547,Belgium,45-54,Mass Market,55600,700,Organic Web,2021-01-15,0
C00548,France,45-54,Family,46300,658,Referral,2019-02-14,1
C00549,Luxembourg,25-34,Young Professional,31900,729,Organic Web,2022-03-16,1
C00550,Belgium,18-24,Mass Market,26800,615,Paid Search,2019-08-28,1
C00551,Belgium,45-54,Affluent,105200,758,Organic Web,2022-04-08,0
C00552,Netherlands,35-44,Family,54300,700,Partner,2025-01-27,1
C00553,Belgium,35-44,Mass Market,52100,566,Paid Search,2020-09-29,1
C00554,Netherlands,25-34,Affluent,95000,802,Referral,2025-06-29,1
C00555,Belgium,25-34,Mass Market,35100,633,Organic Web,2021-12-15,1
C00556,Belgium,18-24,Mass Market,19100,556,Branch,2025-04-06,0
C00557,Belgium,25-34,Mass Market,38900,747,Partner,2025-08-28,1
C00558,Belgium,35-44,Family,37000,619,Referral,2025-01-15,1
C00559,Germany,18-24,Family,16900,700,Referral,2020-10-11,1
C00560,Luxembourg,45-54,Young Professional,71200,678,Referral,2021-04-20,1
C00561,France,35-44,Family,51700,821,Organic Web,2022-09-10,1
C00562,Belgium,25-34,Affluent,86200,728,Paid Search,2020-06-25,1
C00563,France,35-44,Young Professional,56400,616,Paid Search,2020-04-17,1
C00564,Germany,18-24,Mass Market,16000,648,Referral,2019-05-06,1
C00565,Belgium,45-54,Mass Market,52300,665,Organic Web,2019-07-15,1
C00566,France,25-34,Mass Market,48700,576,Referral,2026-03-31,1
C00567,Netherlands,45-54,Young Professional,55900,635,Organic Web,2021-07-30,0
C00568,Germany,45-54,Family,67600,648,Referral,2019-07-23,0
C00569,France,35-44,Mass Market,56500,745,Partner,2026-07-15,1
C00570,Belgium,18-24,Mass Market,22800,569,Paid Search,2021-09-05,1
C00571,France,18-24,Young Professional,16000,643,Branch,2021-04-03,1
C00572,Belgium,45-54,Affluent,89500,701,Partner,2021-10-27,1
C00573,Belgium,45-54,Mass Market,69600,770,Organic Web,2022-12-17,1
C00574,France,55-64,Mass Market,59900,593,Organic Web,2020-01-25,1
C00575,France,25-34,Affluent,51000,715,Branch,2022-08-11,1
C00576,Belgium,45-54,Family,63900,755,Partner,2023-10-07,1
C00577,Netherlands,25-34,Affluent,63000,755,Organic Web,2021-09-24,1
C00578,Germany,35-44,Mass Market,33000,728,Paid Search,2024-11-12,1
C00579,Netherlands,35-44,Affluent,55300,673,Organic Web,2025-12-02,1
C00580,Belgium,35-44,Family,53500,652,Branch,2026-07-22,1
C00581,Belgium,35-44,Young Professional,49800,630,Partner,2023-10-13,1
C00582,Belgium,45-54,Family,50000,719,Paid Search,2023-05-27,0
C00583,Belgium,18-24,Mass Market,17600,557,Organic Web,2019-05-17,1
C00584,Belgium,65+,Young Professional,26900,702,Branch,2025-09-02,0
C00585,Belgium,45-54,Family,54600,763,Partner,2019-01-10,1
C00586,Belgium,45-54,Affluent,97500,582,Branch,2023-07-14,0
C00587,Belgium,65+,Family,60400,695,Paid Search,2024-09-18,1
C00588,Germany,35-44,Family,45800,698,Referral,2025-04-09,1
C00589,Netherlands,35-44,Mass Market,60300,807,Referral,2022-05-28,1
C00590,Germany,35-44,Family,43900,734,Organic Web,2021-05-09,1
C00591,Belgium,35-44,Young Professional,22300,759,Paid Search,2020-10-11,1
C00592,Netherlands,45-54,Family,67700,839,Paid Search,2021-05-07,1
C00593,Belgium,18-24,Family,24100,733,Organic Web,2020-06-25,1
C00594,Netherlands,45-54,Family,87400,730,Branch,2021-02-26,0
C00595,Belgium,25-34,Young Professional,41200,649,Paid Search,2024-03-04,1
C00596,Belgium,35-44,Mass Market,49400,679,Organic Web,2025-08-06,1
C00597,Germany,35-44,Young Professional,56000,650,Referral,2025-08-06,1
C00598,France,25-34,Senior,31700,632,Referral,2023-01-05,1
C00599,Netherlands,35-44,Mass Market,63800,632,Organic Web,2019-08-09,1
C00600,Luxembourg,35-44,Young Professional,56100,701,Organic Web,2019-01-27,1
C00601,Netherlands,25-34,Family,37400,831,Branch,2021-07-25,1
C00602,Belgium,18-24,Mass Market,21800,583,Organic Web,2020-11-02,1
C00603,Germany,35-44,Mass Market,50800,562,Organic Web,2021-11-10,1
C00604,Netherlands,65+,Family,24200,655,Branch,2021-02-18,0
C00605,Netherlands,25-34,Affluent,92800,770,Paid Search,2025-12-24,1
C00606,Belgium,35-44,Mass Market,41800,778,Organic Web,2020-02-26,1
C00607,Netherlands,45-54,Mass Market,50300,780,Referral,2024-11-29,1
C00608,Belgium,25-34,Mass Market,39000,700,Organic Web,2021-07-05,1
C00609,Germany,45-54,Mass Market,71100,672,Organic Web,2025-05-16,0
C00610,Germany,45-54,Mass Market,59400,584,Paid Search,2024-05-08,1
C00611,Netherlands,55-64,Family,57600,640,Referral,2021-05-11,1
C00612,Germany,55-64,Family,38800,596,Organic Web,2024-05-01,1
C00613,France,25-34,Mass Market,30900,679,Organic Web,2023-01-03,1
C00614,Germany,35-44,Family,61200,619,Partner,2024-07-08,1
C00615,Netherlands,65+,Senior,58500,740,Organic Web,2022-04-01,1
C00616,France,55-64,Affluent,51700,715,Branch,2023-03-18,1
C00617,Belgium,25-34,Affluent,54600,691,Organic Web,2023-03-18,1
C00618,Netherlands,45-54,Mass Market,36100,618,Paid Search,2021-09-26,1
C00619,Belgium,35-44,Young Professional,72800,761,Organic Web,2020-08-12,1
C00620,Belgium,55-64,Affluent,142700,774,Paid Search,2026-07-29,1
C00621,France,65+,Affluent,63900,830,Paid Search,2021-01-24,1
C00622,France,25-34,Family,27200,709,Organic Web,2020-03-21,0
C00623,France,35-44,Mass Market,63400,661,Referral,2025-11-05,1
C00624,Germany,25-34,Family,44100,629,Branch,2022-02-26,1
C00625,Netherlands,35-44,Affluent,99200,723,Paid Search,2021-04-15,1
C00626,Belgium,35-44,Family,72300,638,Organic Web,2025-03-25,1
C00627,Germany,25-34,Mass Market,31700,736,Organic Web,2021-08-12,1
C00628,Netherlands,35-44,Family,79600,637,Branch,2026-04-07,0
C00629,France,35-44,Affluent,109500,850,Referral,2019-11-23,1
C00630,Netherlands,45-54,Mass Market,44000,671,Paid Search,2022-02-25,1
C00631,Belgium,35-44,Senior,31400,640,Referral,2025-01-28,1
C00632,Belgium,25-34,Affluent,87100,834,Partner,2024-09-20,1
C00633,Netherlands,18-24,Young Professional,20500,690,Referral,2019-04-17,1
C00634,Belgium,55-64,Mass Market,58900,692,Referral,2019-08-12,1
C00635,Luxembourg,35-44,Affluent,97100,704,Referral,2022-02-07,1
C00636,Luxembourg,35-44,Mass Market,57300,668,Organic Web,2020-03-14,1
C00637,Germany,45-54,Affluent,119300,704,Organic Web,2020-09-28,0
C00638,France,35-44,Family,48700,637,Paid Search,2020-06-07,1
C00639,Germany,55-64,Family,62400,689,Organic Web,2021-08-18,1
C00640,Belgium,45-54,Young Professional,47100,643,Branch,2019-09-13,1
C00641,Netherlands,18-24,Mass Market,26100,605,Branch,2023-09-21,1
C00642,Germany,35-44,Family,61800,538,Paid Search,2026-03-10,1
C00643,Netherlands,18-24,Senior,23200,589,Organic Web,2023-11-23,1
C00644,France,45-54,Mass Market,58200,753,Partner,2020-02-04,1
C00645,Netherlands,55-64,Affluent,79800,666,Paid Search,2025-06-06,0
C00646,Belgium,18-24,Mass Market,25600,708,Organic Web,2024-06-20,1
C00647,Belgium,35-44,Senior,49700,563,Organic Web,2022-10-27,1
C00648,Netherlands,35-44,Young Professional,70000,622,Referral,2025-02-14,0
C00649,Luxembourg,18-24,Young Professional,27000,747,Referral,2021-10-13,1
C00650,Belgium,35-44,Young Professional,61100,603,Referral,2022-05-26,1
C00651,Belgium,45-54,Mass Market,80000,679,Partner,2020-11-14,1
C00652,Belgium,35-44,Young Professional,58800,756,Paid Search,2020-04-30,1
C00653,Belgium,25-34,Family,37000,768,Referral,2020-09-30,1
C00654,Belgium,35-44,Mass Market,71400,738,Organic Web,2019-07-03,1
C00655,Netherlands,25-34,Mass Market,29000,632,Organic Web,2020-04-21,1
C00656,Belgium,35-44,Mass Market,38400,679,Referral,2023-02-02,1
C00657,Germany,25-34,Family,35500,641,Referral,2023-06-26,1
C00658,Belgium,25-34,Family,42600,660,Referral,2022-08-04,1
C00659,Germany,35-44,Mass Market,53500,850,Paid Search,2021-05-23,0
C00660,Netherlands,18-24,Mass Market,25100,636,Paid Search,2025-07-05,1
C00661,Belgium,45-54,Mass Market,63100,751,Referral,2023-04-10,0
C00662,Netherlands,35-44,Young Professional,85200,669,Branch,2019-08-26,1
C00663,Belgium,45-54,Mass Market,47000,667,Paid Search,2021-04-22,1
C00664,France,25-34,Family,55700,731,Referral,2021-07-27,0
C00665,France,25-34,Affluent,64400,807,Organic Web,2020-04-25,1
C00666,Netherlands,55-64,Mass Market,69300,653,Referral,2019-02-15,1
C00667,France,45-54,Mass Market,51600,710,Paid Search,2023-08-18,1
C00668,Luxembourg,45-54,Family,66300,754,Branch,2021-11-01,1
C00669,Luxembourg,25-34,Affluent,75000,613,Organic Web,2023-09-22,1
C00670,Belgium,35-44,Young Professional,47200,691,Referral,2019-01-28,1
C00671,Belgium,65+,Affluent,64900,760,Partner,2024-04-07,0
C00672,Netherlands,18-24,Family,34000,625,Partner,2023-06-26,1
C00673,Germany,25-34,Affluent,45700,640,Organic Web,2026-01-22,0
C00674,Belgium,25-34,Young Professional,37700,739,Organic Web,2022-03-08,1
C00675,Belgium,45-54,Mass Market,66000,574,Organic Web,2026-07-20,1
C00676,Netherlands,25-34,Mass Market,41800,662,Paid Search,2022-01-31,1
C00677,Netherlands,35-44,Mass Market,49400,777,Branch,2022-09-04,1
C00678,Luxembourg,65+,Mass Market,45400,670,Branch,2024-11-23,1
C00679,Belgium,18-24,Affluent,17600,605,Referral,2019-10-26,1
C00680,Belgium,25-34,Young Professional,27700,681,Organic Web,2019-12-09,0
C00681,Netherlands,35-44,Young Professional,39400,538,Paid Search,2024-09-06,1
C00682,Belgium,35-44,Young Professional,65500,708,Referral,2022-10-08,1
C00683,Belgium,45-54,Affluent,119200,705,Referral,2025-04-18,1
C00684,France,25-34,Mass Market,41500,590,Organic Web,2026-05-12,1
C00685,Belgium,35-44,Family,51700,764,Organic Web,2020-02-26,1
C00686,Germany,25-34,Mass Market,39900,733,Organic Web,2024-07-08,1
C00687,Belgium,45-54,Mass Market,71800,665,Organic Web,2023-08-18,1
C00688,France,35-44,Senior,69000,675,Paid Search,2026-05-20,1
C00689,Germany,25-34,Young Professional,37600,700,Organic Web,2021-01-28,1
C00690,Belgium,35-44,Mass Market,42300,587,Referral,2019-07-02,0
C00691,Belgium,25-34,Mass Market,16600,644,Organic Web,2026-02-07,1
C00692,France,25-34,Family,44500,604,Branch,2019-02-03,1
C00693,Netherlands,18-24,Mass Market,32400,580,Organic Web,2024-11-14,1
C00694,Belgium,55-64,Family,59400,714,Organic Web,2025-09-02,1
C00695,Netherlands,25-34,Mass Market,39900,624,Branch,2026-01-27,0
C00696,Belgium,55-64,Senior,62000,747,Referral,2025-08-18,1
C00697,Netherlands,55-64,Mass Market,63000,744,Partner,2024-10-02,1
C00698,Belgium,18-24,Mass Market,19300,726,Paid Search,2020-12-02,1
C00699,France,25-34,Mass Market,39100,712,Referral,2023-12-21,1
C00700,Belgium,35-44,Family,31700,704,Organic Web,2025-11-07,1
C00701,Netherlands,25-34,Young Professional,39500,732,Branch,2025-10-27,0
C00702,Netherlands,45-54,Mass Market,75600,633,Paid Search,2022-12-01,1
C00703,France,45-54,Family,43500,685,Organic Web,2021-07-20,1
C00704,Luxembourg,65+,Family,31800,676,Referral,2020-07-05,1
C00705,Luxembourg,45-54,Mass Market,70600,753,Referral,2024-07-07,1
C00706,Netherlands,35-44,Mass Market,52100,628,Referral,2019-11-09,0
C00707,Belgium,55-64,Young Professional,64100,684,Referral,2019-06-03,1
C00708,Netherlands,45-54,Senior,56600,588,Organic Web,2020-02-18,0
C00709,Belgium,45-54,Mass Market,43200,646,Organic Web,2020-05-24,1
C00710,Belgium,18-24,Affluent,42900,498,Branch,2021-09-11,1
C00711,Germany,18-24,Mass Market,26100,594,Referral,2021-11-16,1
C00712,Luxembourg,25-34,Mass Market,48000,779,Referral,2025-12-09,1
C00713,Belgium,25-34,Family,45100,690,Paid Search,2022-11-01,1
C00714,Belgium,35-44,Mass Market,73800,655,Organic Web,2020-04-20,1
C00715,Netherlands,55-64,Family,39500,691,Partner,2020-03-26,0
C00716,France,35-44,Family,35200,629,Organic Web,2022-03-23,1
C00717,Belgium,35-44,Family,57700,626,Referral,2024-07-12,0
C00718,France,65+,Family,41100,743,Branch,2022-08-15,1
C00719,Belgium,45-54,Mass Market,47700,633,Paid Search,2023-05-11,1
C00720,Belgium,25-34,Affluent,78300,750,Paid Search,2019-01-17,1
C00721,Belgium,25-34,Senior,46800,664,Organic Web,2025-03-09,1
C00722,France,35-44,Family,33300,542,Paid Search,2019-08-04,1
C00723,Belgium,25-34,Mass Market,43600,639,Organic Web,2026-07-02,1
C00724,Luxembourg,25-34,Family,49200,733,Branch,2022-03-05,1
C00725,Germany,25-34,Affluent,84500,587,Branch,2024-01-22,1
C00726,Netherlands,35-44,Mass Market,55500,601,Organic Web,2025-04-13,1
C00727,France,45-54,Young Professional,70300,732,Branch,2019-10-01,0
C00728,Netherlands,18-24,Senior,25400,751,Paid Search,2025-08-21,1
C00729,France,25-34,Affluent,101200,692,Branch,2019-03-24,1
C00730,Netherlands,35-44,Family,64300,776,Paid Search,2023-10-16,1
C00731,France,35-44,Mass Market,62100,670,Branch,2026-05-20,1
C00732,France,35-44,Mass Market,46500,773,Branch,2023-05-08,1
C00733,France,45-54,Mass Market,75100,636,Organic Web,2022-07-18,1
C00734,Belgium,25-34,Mass Market,51600,721,Partner,2024-07-26,1
C00735,Netherlands,18-24,Mass Market,27100,687,Organic Web,2024-08-13,1
C00736,Germany,18-24,Mass Market,20000,637,Organic Web,2020-06-02,1
C00737,Belgium,25-34,Mass Market,37800,665,Paid Search,2026-04-06,1
C00738,France,35-44,Family,49700,697,Organic Web,2022-08-29,1
C00739,Belgium,55-64,Family,53600,536,Referral,2020-02-02,0
C00740,France,45-54,Young Professional,71900,775,Organic Web,2026-04-08,0
C00741,Belgium,25-34,Mass Market,39900,772,Organic Web,2021-01-20,0
C00742,France,45-54,Mass Market,75200,632,Organic Web,2024-11-15,1
C00743,Germany,25-34,Family,37500,648,Organic Web,2026-06-22,0
C00744,Netherlands,25-34,Senior,52500,662,Organic Web,2020-10-02,1
C00745,Netherlands,35-44,Senior,81500,604,Organic Web,2025-02-23,1
C00746,Germany,55-64,Affluent,112900,637,Organic Web,2019-02-07,1
C00747,Belgium,45-54,Mass Market,64800,690,Organic Web,2021-08-26,1
C00748,Belgium,18-24,Family,31300,604,Organic Web,2021-10-10,1
C00749,Belgium,45-54,Family,87300,685,Partner,2026-04-25,0
C00750,Belgium,55-64,Mass Market,36600,735,Paid Search,2021-12-12,1
C00751,Belgium,25-34,Affluent,71700,726,Organic Web,2019-04-13,1
C00752,Belgium,45-54,Family,51300,770,Referral,2023-03-20,1
C00753,France,35-44,Family,41000,714,Branch,2023-10-30,1
C00754,Belgium,25-34,Mass Market,56200,654,Branch,2023-02-12,1
C00755,Belgium,65+,Family,46400,812,Organic Web,2020-12-04,0
C00756,Netherlands,45-54,Mass Market,55900,750,Paid Search,2019-08-04,0
C00757,France,65+,Family,44200,670,Organic Web,2020-10-25,1
C00758,Belgium,35-44,Young Professional,65500,529,Branch,2021-08-11,0
C00759,Germany,55-64,Family,70900,742,Referral,2019-01-17,1
C00760,Belgium,35-44,Family,56800,674,Organic Web,2023-12-09,1
C00761,Germany,45-54,Mass Market,86200,697,Partner,2019-08-01,0
C00762,France,45-54,Family,57600,715,Partner,2020-04-21,1
C00763,Belgium,45-54,Affluent,80900,631,Partner,2024-04-25,1
