transaction_id,account_id,customer_id,transaction_datetime,transaction_type,category,amount_eur,merchant_country,channel,is_international,is_suspicious
T0001947,A003038,C01862,2025-08-23 19:03:47,Card Purchase,Dining,-86.85,Belgium,Mobile App,0,0
T0005312,A003095,C01895,2025-05-02 09:56:21,Card Purchase,Fuel,-30.69,Netherlands,Online,0,0
T0000741,A002784,C01703,2025-02-12 03:33:56,Card Purchase,Groceries,-39.08,Luxembourg,Online,0,0
T0009144,A003065,C01879,2024-05-30 19:21:38,Transfer Out,Transfer,-608.15,Netherlands,Mobile App,0,0
T0004504,A002588,C01585,2024-12-05 08:02:40,Transfer Out,Transfer,-201.6,France,Bank Transfer,0,0
T0009514,A002622,C01604,2024-09-23 18:29:06,Transfer Out,Transfer,-128.45,Germany,Bank Transfer,0,0
T0004209,A001869,C01149,2025-12-15 02:47:42,Card Purchase,Retail,-51.43,Luxembourg,Mobile App,0,0
T0003462,A004084,C02498,2025-12-09 06:07:59,Transfer In,Transfer,280.77,Belgium,Bank Transfer,0,0
T0007904,A000267,C00166,2025-09-24 00:57:32,Card Purchase,Groceries,-22.44,Belgium,Card Present,0,0
T0002066,A001558,C00956,2024-07-23 18:50:35,Card Purchase,Entertainment,-54.1,Belgium,Online,0,0
T0009097,A001273,C00780,2024-11-20 21:43:24,Direct Debit,Housing,-723.0,Germany,Direct Debit,0,0
T0003573,A000438,C00272,2024-07-08 17:44:43,Cash Withdrawal,Cash,-80,Germany,ATM,0,0
T0000730,A002895,C01766,2024-12-28 00:25:55,Card Purchase,Retail,-384.39,Belgium,Card Present,0,0
T0006370,A000007,C00004,2024-01-30 06:18:49,Transfer In,Transfer,507.48,Belgium,Bank Transfer,0,0
T0008284,A004047,C02472,2025-09-22 20:19:47,Card Purchase,Entertainment,-53.96,France,Card Present,0,0
T0001776,A003872,C02366,2026-04-14 12:14:12,Cash Withdrawal,Cash,-150,Germany,ATM,0,0
T0003433,A002861,C01747,2026-08-01 05:00:28,Transfer In,Transfer,65.84,France,Mobile App,0,0
T0005935,A001439,C00883,2026-05-11 00:22:46,Card Purchase,Groceries,-54.91,Belgium,Card Present,0,0
T0007483,A001247,C00763,2025-05-15 05:01:01,Card Purchase,Groceries,-78.64,Belgium,Mobile App,0,0
T0001915,A000169,C00103,2026-04-12 18:35:32,Transfer In,Transfer,413.41,France,Bank Transfer,0,0
T0006218,A000619,C00381,2025-08-06 20:01:15,Direct Debit,Insurance,-141.4,Netherlands,Direct Debit,0,0
T0006288,A003249,C01991,2024-07-08 16:24:27,Interest,Interest,16.45,Belgium,Bank Transfer,0,0
T0000816,A003865,C02362,2025-05-08 05:39:12,Transfer Out,Transfer,-2151.55,France,Mobile App,0,0
T0003041,A003381,C02068,2024-01-05 03:16:47,Transfer Out,Transfer,-271.41,Belgium,Mobile App,0,0
T0004905,A000154,C00094,2025-01-24 04:49:29,Card Purchase,Groceries,-38.27,Netherlands,Online,0,0
T0004452,A002691,C01643,2025-04-29 06:13:54,Transfer Out,Transfer,-197.08,Netherlands,Mobile App,0,0
T0006664,A000137,C00082,2024-12-16 00:49:22,Transfer Out,Transfer,-172.74,,Bank Transfer,0,0
T0000099,A003075,C01885,2024-04-07 11:50:29,Transfer In,Transfer,564.38,Belgium,Bank Transfer,0,0
T0006533,A002655,C01624,2026-05-09 23:19:04,Transfer In,Transfer,249.52,Belgium,Mobile App,0,0
T0005519,A001802,C01111,2024-11-27 10:59:21,Card Purchase,E-commerce,-96.34,Belgium,Card Present,0,0
T0007537,A002211,C01356,2024-08-30 00:27:16,Transfer Out,Transfer,-267.19,France,Bank Transfer,0,0
T0000629,A002077,C01275,2024-05-19 12:28:28,Card Purchase,Travel,-117.23,Belgium,Mobile App,0,0
T0005353,A002634,C01611,2024-06-21 03:32:51,Card Purchase,Travel,-328.4,Netherlands,Online,0,0
T0000750,A000847,C00518,2025-01-01 06:21:45,Transfer In,Transfer,183.63,France,Bank Transfer,0,0
T0002364,A000564,C00348,2024-03-22 03:45:28,Card Purchase,Groceries,-28.22,Belgium,Card Present,0,0
T0008888,A000169,C00103,2025-02-14 22:56:05,Interest,Interest,6.43,France,Mobile App,0,0
T0009282,A000660,C00405,2025-10-13 17:06:48,Card Purchase,Retail,-32.87,Belgium,Card Present,0,0
T0002265,A002455,C01508,2026-01-21 02:28:49,Card Purchase,Dining,-78.18,Belgium,Online,0,0
T0005791,A000503,C00314,2024-07-19 22:43:31,Transfer In,Transfer,320.49,Belgium,Mobile App,0,0
T0007714,A002993,C01830,2025-07-28 20:25:23,Transfer Out,Transfer,-121.87,France,Bank Transfer,0,0
T0006377,A002705,C01654,2025-06-16 18:44:10,Direct Debit,Utilities,-166.77,France,Direct Debit,0,0
T0008949,A002709,C01656,2024-09-16 01:53:29,Card Purchase,Groceries,-308.75,Belgium,Card Present,0,0
T0000644,A000377,C00236,2024-04-18 08:41:03,Transfer Out,Transfer,-48.56,Belgium,Mobile App,0,0
T0006447,A002161,C01325,2025-08-23 12:27:45,Transfer Out,Transfer,-61.4,Belgium,Bank Transfer,0,0
T0008358,A002362,C01451,2025-04-16 22:37:30,Transfer Out,Transfer,-622.54,Germany,Bank Transfer,0,0
T0001824,A002756,C01684,2024-10-31 10:39:14,Transfer In,Transfer,33.36,Germany,Mobile App,0,0
T0001005,A004038,C02465,2025-08-28 06:40:29,Cash Withdrawal,Cash,-50,France,ATM,0,0
T0004974,A001926,C01183,2024-12-26 17:57:10,Direct Debit,Subscriptions,-24.47,France,Direct Debit,0,0
T0001980,A000999,C00610,2024-08-03 11:47:13,Card Purchase,Travel,-198.93,Germany,Card Present,0,0
T0009662,A001511,C00928,2024-03-26 02:11:08,Card Purchase,Retail,-109.02,France,Card Present,0,0
T0003031,A000038,C00022,2024-12-01 04:42:20,Card Purchase,E-commerce,-105.15,France,Online,0,0
T0004449,A000462,C00286,2025-12-27 19:47:59,Transfer Out,Transfer,-320.25,France,Bank Transfer,0,0
T0006910,A001815,C01119,2025-03-27 15:17:29,Direct Debit,Housing,-994.21,Belgium,Direct Debit,0,0
T0000970,A002501,C01533,2025-02-18 09:44:03,Card Purchase,Dining,-44.43,France,Online,0,0
T0007099,A002134,C01309,2025-07-20 22:17:26,Transfer In,Transfer,996.74,Belgium,Bank Transfer,0,0
T0006678,A000100,C00059,2024-08-17 11:19:54,Card Purchase,Travel,-106.4,Germany,Card Present,0,0
T0000512,A002370,C01456,2026-08-11 07:36:57,Transfer Out,Transfer,-764.09,Belgium,Mobile App,0,0
T0005024,A003750,C02291,2024-07-06 06:50:05,Transfer Out,Transfer,-104.52,France,Bank Transfer,0,0
T0009435,A003795,C02316,2024-04-19 04:46:10,Card Purchase,Healthcare,-136.42,Belgium,Card Present,0,0
T0004929,A000506,C00315,2026-05-29 15:30:09,Transfer In,Transfer,247.85,France,Bank Transfer,0,0
T0005702,A003256,C01995,2026-04-30 19:19:26,Transfer In,Transfer,201.82,Belgium,Mobile App,0,0
T0005878,A000642,C00394,2026-03-18 07:37:38,Card Purchase,Dining,-18.81,Belgium,Card Present,0,0
T0000396,A000928,C00566,2026-06-18 16:29:30,Card Purchase,E-commerce,-114.93,France,Card Present,0,0
T0001090,A002958,C01808,2025-02-05 23:03:35,Card Purchase,Entertainment,-50.03,Belgium,Card Present,0,0
T0006392,A000417,C00260,2025-04-23 07:43:21,Card Purchase,Travel,-220.93,France,Mobile App,0,0
T0009717,A000011,C00006,2026-04-13 02:33:25,Salary,Salary,3980.51,Netherlands,Mobile App,0,0
T0009659,A000190,C00118,2024-08-24 06:07:43,Card Purchase,Dining,-21.89,Belgium,Card Present,0,0
T0008346,A000798,C00488,2025-07-08 20:08:56,Direct Debit,Utilities,-159.09,Netherlands,Direct Debit,0,0
T0008680,A001602,C00986,2025-01-15 10:48:40,Interest,Interest,0.75,Belgium,Mobile App,0,0
T0002718,A003495,C02137,2024-10-13 04:48:15,Cash Withdrawal,Cash,-60,Belgium,ATM,0,0
T0000975,A003453,C02111,2026-02-05 18:43:36,Interest,Interest,13.47,Belgium,Bank Transfer,0,0
T0002178,A000658,C00404,2025-07-19 15:39:59,Transfer Out,Transfer,-131.56,Belgium,Bank Transfer,0,0
T0003479,A002833,C01730,2025-10-07 01:54:26,Card Purchase,Groceries,-48.96,Belgium,Online,0,1
T0005448,A001716,C01059,2025-02-06 22:58:43,Transfer In,Transfer,335.82,Belgium,Mobile App,0,0
T0008920,A003267,C02002,2026-04-08 14:13:48,Transfer Out,Transfer,-303.81,Belgium,Bank Transfer,0,0
T0005200,A002143,C01315,2024-09-06 18:56:08,Interest,Interest,11.77,Belgium,Bank Transfer,0,0
T0004661,A002120,C01301,2025-09-24 23:14:07,Direct Debit,Telecom,-74.44,Belgium,Direct Debit,0,0
T0002503,A002982,C01823,2025-05-27 16:16:17,Transfer Out,Transfer,-206.9,Netherlands,Bank Transfer,0,0
T0007781,A003961,C02422,2024-08-02 07:53:38,Card Purchase,Travel,-167.12,Germany,Card Present,0,0
T0008840,A000822,C00502,2026-07-17 23:31:23,Card Purchase,Travel,-218.46,Netherlands,Mobile App,0,0
T0009068,A000982,C00600,2025-01-19 21:01:47,Direct Debit,Insurance,-154.77,Luxembourg,Direct Debit,0,0
T0007115,A002859,C01746,2024-09-12 18:32:58,Salary,Salary,2603.86,Belgium,Bank Transfer,0,0
T0003306,A003845,C02349,2024-10-08 09:05:40,Transfer In,Transfer,698.86,France,Mobile App,0,0
T0009098,A003138,C01918,2025-05-27 00:33:49,Card Purchase,Groceries,-48.34,Netherlands,Online,0,0
T0002380,A001287,C00790,2026-02-10 23:19:42,Transfer In,Transfer,618.61,Belgium,Bank Transfer,0,0
T0007715,A002369,C01455,2025-02-24 12:27:07,Direct Debit,Utilities,-155.71,Belgium,Direct Debit,0,0
T0008971,A003879,C02371,2024-09-25 10:51:07,Salary,Salary,2362.14,Belgium,Mobile App,0,0
T0009313,A001951,C01196,2025-01-22 18:26:45,Card Purchase,Healthcare,-105.36,Belgium,Online,0,0
T0001788,A002614,C01599,2024-07-23 00:24:01,Transfer Out,Transfer,-40.77,Belgium,Bank Transfer,0,0
T0004871,A001327,C00817,2025-02-28 04:55:46,Transfer In,Transfer,332.35,France,Mobile App,0,0
T0007503,A000356,C00221,2025-09-22 05:18:45,Direct Debit,Utilities,-145.94,Belgium,Direct Debit,0,0
T0008843,A003794,C02316,2024-08-04 01:27:23,Card Purchase,Travel,-183.19,Belgium,Online,0,0
T0003643,A002378,C01460,2024-02-02 10:58:04,Transfer Out,Transfer,-1085.36,Belgium,Bank Transfer,0,0
T0002235,A000802,C00489,2024-10-10 16:48:12,Transfer Out,Transfer,-927.15,Belgium,Bank Transfer,0,0
T0001609,A002075,C01273,2025-08-18 21:10:08,Transfer In,Transfer,437.32,Netherlands,Mobile App,0,0
T0000366,A003209,C01966,2025-09-23 14:02:40,Transfer In,Transfer,461.49,Belgium,Mobile App,0,0
T0000112,A000427,C00266,2025-01-21 17:17:15,Card Purchase,Retail,-74.48,Netherlands,Card Present,0,0
T0007379,A001762,C01089,2024-10-28 09:59:12,Salary,Salary,3551.1,Belgium,Bank Transfer,0,0
T0000377,A003059,C01875,2024-11-30 19:04:13,Card Purchase,Travel,-409.75,,Online,0,0
T0000273,A002418,C01485,2026-01-14 21:47:51,Transfer Out,Transfer,-226.68,Netherlands,Mobile App,0,0
T0007334,A002009,C01233,2024-03-03 13:23:20,Transfer In,Transfer,256.93,Germany,Mobile App,0,0
T0006977,A000545,C00337,2025-02-18 20:42:51,Transfer In,Transfer,158.73,France,Mobile App,0,0
T0009630,A002972,C01817,2024-03-30 12:17:52,Transfer In,Transfer,1002.35,France,Mobile App,0,0
T0007207,A001331,C00819,2025-07-18 11:37:29,Transfer Out,Transfer,-921.61,Luxembourg,Bank Transfer,0,0
T0004445,A002798,C01710,2024-04-14 02:26:11,Card Purchase,Travel,-305.27,Belgium,Card Present,0,0
T0005377,A004014,C02453,2025-12-16 19:43:09,Transfer In,Transfer,553.02,France,Mobile App,0,0
T0000993,A000017,C00010,2024-11-23 01:27:24,Direct Debit,Subscriptions,-27.59,Netherlands,Direct Debit,0,0
T0007898,A002401,C01475,2025-08-19 03:05:09,Card Purchase,Travel,-179.18,Belgium,Online,0,0
T0006386,A003578,C02189,2026-04-09 15:22:06,Interest,Interest,5.39,Germany,Mobile App,0,0
T0000311,A002845,C01737,2024-01-27 02:02:36,Card Purchase,Fuel,-125.37,Netherlands,Card Present,0,0
T0001230,A004047,C02472,2024-07-23 06:40:36,Card Purchase,Healthcare,-62.31,France,Online,0,0
T0006673,A003978,C02432,2024-07-09 15:20:05,Transfer Out,Transfer,-153.89,Belgium,Bank Transfer,0,0
T0009045,A001236,C00754,2024-08-05 22:46:53,Direct Debit,Insurance,-142.21,Belgium,Direct Debit,0,0
T0003701,A002665,C01628,2026-04-29 16:26:15,Card Purchase,Fuel,-52.6,,Mobile App,0,0
T0002704,A000769,C00472,2026-07-11 09:29:21,Salary,Salary,2817.05,Belgium,Mobile App,0,0
T0002569,A004028,C02461,2026-07-07 17:32:44,Cash Withdrawal,Cash,-80,Germany,ATM,0,0
T0005148,A003296,C02020,2026-08-03 16:13:54,Transfer Out,Transfer,-1156.79,Belgium,Mobile App,0,0
T0004804,A000769,C00472,2024-03-31 16:14:01,Card Purchase,Fuel,-53.06,Belgium,Card Present,0,0
T0002919,A003430,C02097,2025-10-18 07:31:59,Card Purchase,Travel,-242.24,Netherlands,Online,0,0
T0000376,A000559,C00345,2026-05-17 11:08:53,Card Purchase,Dining,-15.6,Belgium,Card Present,0,0
T0005600,A002428,C01490,2025-09-17 01:13:34,Card Purchase,Entertainment,-46.14,Germany,Online,0,0
T0002081,A001673,C01028,2025-02-16 23:02:54,Card Purchase,Travel,-428.67,Belgium,Card Present,0,0
T0005334,A000392,C00243,2025-12-05 08:55:38,Transfer In,Transfer,252.35,Netherlands,Mobile App,0,0
T0009643,A002095,C01286,2024-07-07 03:41:11,Card Purchase,Groceries,-141.15,Germany,Card Present,0,0
T0004553,A001203,C00732,2024-04-03 03:48:26,Transfer Out,Transfer,-839.1,France,Bank Transfer,0,0
T0000134,A001846,C01136,2024-05-29 14:05:57,Transfer Out,Transfer,-144.94,Luxembourg,Mobile App,0,0
T0004348,A002559,C01569,2025-09-01 17:46:03,Cash Withdrawal,Cash,-80,Belgium,ATM,0,0
T0002588,A003090,C01893,2024-06-12 14:46:37,Transfer In,Transfer,104.19,Belgium,Mobile App,0,0
T0009071,A003038,C01862,2026-04-25 15:46:36,Transfer Out,Transfer,-301.34,Belgium,Mobile App,0,0
T0000931,A001122,C00683,2025-04-14 06:57:54,Card Purchase,E-commerce,-56.06,Belgium,Online,0,0
T0006186,A002218,C01360,2024-02-05 16:26:42,Transfer Out,Transfer,-314.81,Netherlands,Bank Transfer,0,0
T0001166,A002210,C01356,2025-04-15 13:28:36,Card Purchase,Retail,-139.11,France,Card Present,0,0
T0009232,A001478,C00908,2026-03-05 17:18:54,Transfer In,Transfer,411.72,Belgium,Bank Transfer,0,0
T0008926,A001924,C01182,2025-02-22 21:30:26,Transfer Out,,-200.78,Netherlands,Mobile App,0,0
T0009762,A001597,C00983,2024-07-24 13:42:40,Transfer In,Transfer,339.94,Belgium,Mobile App,0,0
T0000364,A003994,C02442,2025-05-17 13:19:55,Salary,Salary,2044.12,Belgium,Bank Transfer,0,0
T0006774,A001528,C00939,2024-01-04 15:11:27,Transfer In,Transfer,391.82,France,Bank Transfer,0,0
T0003776,A002384,C01465,2026-01-28 12:00:07,Card Purchase,Fuel,-55.54,Belgium,Online,0,0
T0002042,A004066,C02485,2024-01-16 04:51:44,Card Purchase,Retail,-31.7,Luxembourg,Online,0,0
T0007045,A002967,C01814,2025-04-27 15:54:03,Transfer In,Transfer,786.08,Netherlands,Bank Transfer,0,0
T0006247,A000517,C00321,2026-04-02 11:41:55,Direct Debit,Housing,-980.49,Belgium,Direct Debit,0,0
T0003341,A002340,C01438,2024-08-02 02:28:41,Transfer In,Transfer,738.2,Belgium,Bank Transfer,0,0
T0006039,A001156,C00705,2024-03-23 03:03:07,Transfer In,Transfer,159.77,Luxembourg,Mobile App,0,0
T0005978,A003008,C01841,2025-10-27 14:17:14,Transfer Out,Transfer,-218.51,Netherlands,Mobile App,0,0
T0003679,A001421,C00872,2026-05-18 23:39:39,Transfer In,Transfer,146.22,Belgium,Mobile App,0,0
T0002471,A000722,C00440,2024-04-03 14:19:05,Card Purchase,Retail,-256.36,Belgium,Online,0,0
T0008910,A001659,C01019,2026-04-01 15:31:41,Transfer In,Transfer,109.61,Belgium,Bank Transfer,0,0
T0001535,A000599,C00369,2025-02-26 17:40:03,Transfer Out,Transfer,-153.98,France,Bank Transfer,0,0
T0007426,A004031,C02462,2025-05-11 09:52:09,Transfer Out,Transfer,-85.71,Netherlands,Bank Transfer,0,0
T0005338,A001512,C00929,2025-09-26 03:34:29,Transfer In,Transfer,224.35,Belgium,Mobile App,0,0
T0006771,A003373,C02063,2024-03-31 11:13:07,Transfer Out,Transfer,-137.21,Belgium,Bank Transfer,0,0
T0007191,A003005,C01838,2024-03-30 18:24:22,Cash Withdrawal,Cash,-250,Belgium,ATM,0,0
T0007002,A003600,C02202,2026-07-24 02:15:23,Interest,Interest,11.5,Netherlands,Mobile App,0,0
T0009892,A001601,C00985,2024-05-15 05:59:31,Transfer Out,Transfer,-1447.49,France,Mobile App,0,0
T0003450,A001056,C00643,2025-11-25 21:46:03,Direct Debit,Utilities,-153.39,Netherlands,Direct Debit,0,0
T0003659,A002733,C01669,2025-04-25 22:43:57,Card Purchase,Healthcare,-158.81,France,Card Present,0,0
T0001356,A001727,C01066,2025-04-02 00:03:57,Direct Debit,Housing,-719.29,Netherlands,Direct Debit,0,0
T0000702,A003443,C02107,2026-04-08 02:16:28,Transfer In,Transfer,481.89,Belgium,Bank Transfer,0,0
T0009223,A002175,C01333,2024-05-26 23:52:26,Transfer Out,Transfer,-83.21,Germany,Mobile App,0,0
T0009623,A002237,C01374,2024-06-28 04:38:20,Transfer In,Transfer,47.94,Netherlands,Mobile App,0,0
T0001556,A000531,C00328,2025-01-21 15:45:27,Card Purchase,Travel,-305.51,Belgium,Online,0,0
T0007697,A002459,C01510,2025-09-11 16:11:32,Cash Withdrawal,Cash,-50,Netherlands,ATM,0,0
T0009266,A000198,C00124,2026-07-03 12:50:43,Transfer Out,Transfer,-1021.45,Netherlands,Bank Transfer,0,0
T0003587,A002618,C01602,2025-07-13 02:28:18,Direct Debit,Insurance,-127.81,Belgium,Direct Debit,0,0
T0007633,A002814,C01718,2024-11-26 22:02:26,Card Purchase,Healthcare,-127.11,Netherlands,Card Present,0,0
T0002429,A002766,C01692,2024-09-29 20:46:57,Card Purchase,Dining,-38.47,Belgium,Online,0,0
T0006892,A000804,C00490,2024-12-30 12:08:32,Transfer In,Transfer,569.76,Belgium,Mobile App,0,0
T0005926,A003535,C02161,2025-09-02 02:14:08,Cash Withdrawal,Cash,-200,Germany,ATM,0,0
T0003198,A002175,C01333,2024-07-03 19:59:08,Transfer In,Transfer,2000.06,Germany,Bank Transfer,0,0
T0007586,A000908,C00555,2024-04-21 18:07:52,Transfer Out,Transfer,-171.43,Belgium,Bank Transfer,0,0
T0004410,A001765,C01091,2024-02-21 14:06:30,Card Purchase,Fuel,-25.76,Belgium,Card Present,0,0
T0003468,A000828,C00505,2025-05-13 00:42:20,Direct Debit,Subscriptions,-29.63,Netherlands,Direct Debit,0,0
T0007251,A002376,C01459,2026-08-19 00:21:22,Transfer In,Transfer,95.47,Belgium,Mobile App,0,0
T0000630,A000006,C00003,2025-01-31 05:50:52,Card Purchase,Healthcare,-94.01,France,Card Present,0,0
T0000002,A000520,C00322,2024-01-17 15:46:25,Direct Debit,Utilities,-155.94,Belgium,Direct Debit,0,0
T0009988,A003072,C01884,2025-03-05 09:04:11,Transfer In,Transfer,230.46,Luxembourg,Mobile App,0,0
T0004417,A002830,C01728,2026-06-02 20:13:28,Transfer In,Transfer,786.14,Germany,Bank Transfer,0,0
T0006032,A003741,C02286,2025-06-28 19:44:20,Card Purchase,Healthcare,-45.59,France,Online,0,0
T0004863,A002398,C01473,2025-09-21 07:24:31,Card Purchase,Groceries,-44.92,Belgium,Mobile App,0,0
T0003091,A002176,C01333,2025-10-07 04:53:02,Card Purchase,Healthcare,-52.66,Germany,Card Present,0,0
T0000928,A000616,C00379,2025-10-26 14:56:56,Cash Withdrawal,Cash,-40,Belgium,ATM,0,0
T0001342,A000020,C00012,2024-07-28 08:54:25,Card Purchase,Groceries,-44.92,France,Card Present,0,0
T0006044,A003573,C02186,2024-03-11 15:19:03,Card Purchase,Fuel,-63.29,Netherlands,Online,0,0
T0009128,A000383,C00239,2024-07-29 20:31:41,Card Purchase,Travel,-326.69,Belgium,Online,0,0
T0005724,A003918,C02397,2025-12-28 22:44:58,Transfer In,Transfer,134.26,Germany,Mobile App,0,0
T0004483,A002308,C01418,2025-02-20 04:03:10,Transfer In,Transfer,143.23,Belgium,Bank Transfer,0,0
T0003811,A002497,C01531,2026-03-12 09:31:45,Card Purchase,Healthcare,-107.63,Germany,Card Present,0,0
T0006546,A002540,C01557,2024-02-09 01:26:48,Transfer Out,Transfer,-63.7,France,Bank Transfer,0,0
T0004416,A002785,C01703,2025-12-22 11:58:29,Transfer In,Transfer,201.78,Luxembourg,Bank Transfer,0,0
T0008386,A001790,C01104,2024-01-15 12:26:45,Direct Debit,Subscriptions,-28.53,Germany,Direct Debit,0,0
T0004643,A003765,C02299,2024-07-15 22:06:37,Direct Debit,Subscriptions,-38.47,Germany,Direct Debit,0,0
T0009523,A001077,C00655,2025-09-12 21:09:30,Salary,Salary,1799.21,Netherlands,Bank Transfer,0,0
T0002548,A002584,C01583,2026-08-11 05:50:18,Card Purchase,Dining,-25.08,Belgium,Card Present,0,0
T0007988,A000835,C00509,2026-06-03 13:26:30,Transfer Out,Transfer,-542.92,France,Bank Transfer,0,0
T0009581,A002240,C01376,2024-07-09 13:12:56,Card Purchase,Travel,-438.17,Luxembourg,Card Present,1,0
T0001345,A002471,C01516,2025-03-31 08:41:27,Transfer In,Transfer,125.27,Germany,Mobile App,0,0
T0000352,A003352,C02051,2025-08-21 11:10:22,Transfer In,Transfer,291.72,Belgium,Bank Transfer,0,0
T0008704,A000686,C00420,2025-09-08 12:30:01,Direct Debit,Insurance,-124.09,Netherlands,Direct Debit,0,0
T0003459,A001103,C00672,2026-02-22 23:35:18,Direct Debit,Telecom,-79.57,Netherlands,Direct Debit,0,0
T0002298,A003933,C02406,2025-03-18 09:43:16,Direct Debit,Housing,-831.18,Netherlands,Direct Debit,0,0
T0005875,A000045,C00026,2024-03-03 03:45:39,Card Purchase,Healthcare,-30.75,Belgium,Mobile App,0,0
T0008804,A002551,C01564,2025-04-21 07:11:31,Cash Withdrawal,Cash,-80,Belgium,ATM,0,0
T0000421,A000825,C00503,2024-10-15 02:59:16,Card Purchase,Fuel,-82.24,Belgium,Online,0,0
T0004939,A001317,C00811,2024-06-08 01:13:43,Card Purchase,Travel,-122.81,Netherlands,Card Present,1,0
T0007329,A002572,C01579,2024-06-02 02:28:59,Card Purchase,Entertainment,-76.24,Belgium,Card Present,0,0
T0000799,A001705,C01050,2026-06-14 16:06:23,Direct Debit,Insurance,-77.79,Belgium,Direct Debit,0,0
T0006581,A001240,C00756,2024-01-31 14:01:42,Transfer In,Transfer,189.58,Netherlands,Mobile App,0,0
T0009956,A003582,C02191,2025-07-18 15:21:07,Direct Debit,Utilities,-105.49,France,Direct Debit,0,0
T0006098,A001207,C00734,2026-06-25 04:16:45,Card Purchase,Dining,-40.87,,Card Present,0,0
T0000895,A001174,C00715,2024-12-08 18:34:16,Transfer In,Transfer,754.46,Netherlands,Bank Transfer,0,0
T0000069,A001677,C01031,2025-11-27 02:27:57,Card Purchase,E-commerce,-77.0,Belgium,Card Present,0,0
T0000610,A001453,C00890,2026-04-14 04:50:31,Card Purchase,Groceries,-52.42,Netherlands,Card Present,0,0
T0006437,A003130,C01913,2025-05-19 10:47:30,Transfer Out,Transfer,-1245.36,Belgium,Mobile App,0,0
T0001545,A002493,C01529,2025-08-31 04:11:39,Card Purchase,Travel,-198.26,Netherlands,Card Present,0,0
T0004131,A002548,C01562,2026-05-11 05:25:19,Card Purchase,Entertainment,-64.27,Germany,Card Present,0,0
T0004773,A002309,C01419,2025-05-12 20:00:41,Direct Debit,Telecom,-55.31,Netherlands,Direct Debit,0,0
T0003421,A002807,C01715,2024-04-20 16:24:43,Transfer Out,Transfer,-84.86,Belgium,Bank Transfer,0,0
T0008131,A003595,C02200,2024-03-02 10:17:18,Card Purchase,Entertainment,-33.22,Netherlands,Card Present,0,0
T0006568,A002877,C01756,2025-11-12 05:04:21,Card Purchase,E-commerce,-59.5,Germany,Card Present,0,0
T0009288,A003422,C02091,2025-11-13 11:48:31,Transfer In,Transfer,174.61,Germany,Bank Transfer,0,0
T0000701,A002300,C01412,2024-05-07 00:56:30,Transfer In,Transfer,1314.42,Netherlands,Mobile App,0,0
T0005275,A003729,C02278,2024-01-26 11:29:08,Transfer In,Transfer,336.2,Belgium,Mobile App,0,0
T0001136,A002041,C01251,2024-01-31 16:43:11,Card Purchase,Dining,-36.11,Netherlands,Card Present,0,0
T0008246,A000591,C00364,2024-03-01 04:19:41,Cash Withdrawal,Cash,-50,Belgium,ATM,0,0
T0004050,A000872,C00534,2024-08-09 05:17:50,Transfer In,Transfer,225.12,Belgium,Bank Transfer,0,0
T0003528,A004074,C02490,2025-02-01 05:40:14,Direct Debit,Utilities,-147.21,Belgium,Direct Debit,0,0
T0004159,A002734,C01670,2024-04-12 21:45:46,Salary,Salary,2200.74,France,Bank Transfer,0,0
T0008154,A002879,C01757,2024-04-15 02:13:04,Cash Withdrawal,Cash,-50,Netherlands,ATM,0,0
T0006935,A002074,C01272,2025-03-16 22:42:53,Transfer In,Transfer,603.55,Luxembourg,Mobile App,0,0
T0009241,A003512,C02148,2026-08-12 00:54:51,Card Purchase,Travel,-214.94,Belgium,Card Present,0,0
T0008506,A003407,C02082,2024-02-19 19:07:57,Transfer In,Transfer,437.15,Belgium,Mobile App,0,0
T0007509,A002576,C01581,2026-01-29 14:00:17,Salary,Salary,3555.98,France,Mobile App,0,0
T0003774,A001827,C01127,2024-06-29 20:00:56,Card Purchase,Groceries,-20.29,Belgium,Card Present,0,0
T0001105,A002991,C01829,2026-05-09 16:04:30,Transfer Out,Transfer,-421.9,Belgium,Mobile App,0,0
T0004988,A002531,C01551,2025-06-16 20:02:26,Transfer Out,Transfer,-352.72,Germany,Mobile App,0,0
T0004305,A000807,C00492,2025-03-16 02:22:57,Transfer Out,Transfer,-79.15,France,Mobile App,0,0
T0002710,A001003,C00612,2026-06-10 00:32:25,Transfer Out,Transfer,-113.73,Germany,Bank Transfer,0,0
T0003593,A002143,C01315,2026-07-27 19:26:13,Transfer In,Transfer,872.1,Belgium,Bank Transfer,0,0
T0003174,A002326,C01430,2025-07-18 17:33:16,Card Purchase,Fuel,-30.62,Belgium,Card Present,0,0
T0000146,A001433,C00879,2025-01-12 16:54:45,Card Purchase,Groceries,-258.94,Belgium,Card Present,0,0
T0006458,A003682,C02251,2024-07-01 13:08:05,Transfer Out,Transfer,-597.07,Belgium,Bank Transfer,0,0
T0007630,A000576,C00356,2025-03-11 23:49:53,Transfer Out,Transfer,-156.69,France,Bank Transfer,0,0
T0005199,A001096,C00667,2024-03-24 12:55:58,Interest,Interest,4.12,France,Mobile App,0,0
T0007944,A002497,C01531,2025-01-08 22:43:12,Transfer In,Transfer,119.96,Germany,Bank Transfer,0,0
T0009739,A002899,C01769,2025-01-05 06:07:30,Transfer In,Transfer,738.97,Belgium,Bank Transfer,0,0
